coin,opening_candle_date,probability,previous_close_price,close_price,close_direction,last_monitor_date,potential_profit_%
TRX/USDT,2024-07-17 00:00:00,0.74,0.13402,0.13358,0,2024-07-18 00:01:50,-0.33
COS/USDT,2024-07-17 00:00:00,0.75,0.00838,0.008518,1,2024-07-18 00:01:50,1.65
DENT/USDT,2024-07-17 00:00:00,0.75,0.000974,0.000964,0,2024-07-18 00:01:50,-1.03
CVC/USDT,2024-07-17 00:00:00,0.78,0.1094,0.1071,0,2024-07-18 00:01:50,-2.1
CHZ/USDT,2024-07-17 00:00:00,0.76,0.0733,0.0722,0,2024-07-18 00:01:50,-1.5
HBAR/USDT,2024-07-17 00:00:00,0.73,0.0766,0.0753,0,2024-07-18 00:01:50,-1.7
CTXC/USDT,2024-07-17 00:00:00,0.83,0.166,0.1627,0,2024-07-18 00:01:50,-1.99
OGN/USDT,2024-07-17 00:00:00,0.74,0.0994,0.0979,0,2024-07-18 00:01:50,-1.51
SC/USDT,2024-07-17 00:00:00,0.72,0.005139,0.005034,0,2024-07-18 00:01:50,-2.04
ZEN/USDT,2024-07-17 00:00:00,0.72,11.73,11.65,0,2024-07-18 00:01:50,-0.68
DCR/USDT,2024-07-17 00:00:00,0.8,13.92,13.95,1,2024-07-18 00:01:50,0.22
YFI/USDT,2024-07-17 00:00:00,0.75,5988.0,6040.0,1,2024-07-18 00:01:50,0.87
SAND/USDT,2024-07-17 00:00:00,0.87,0.3358,0.3335,0,2024-07-18 00:01:50,-0.68
EGLD/USDT,2024-07-17 00:00:00,0.73,36.48,36.87,1,2024-07-18 00:01:50,1.07
ROSE/USDT,2024-07-17 00:00:00,0.71,0.09204,0.09034,0,2024-07-18 00:01:50,-1.85
CAKE/USDT,2024-07-17 00:00:00,0.71,2.043,1.997,0,2024-07-18 00:01:50,-2.25
SUPER/USDT,2024-07-17 00:00:00,0.77,0.649,0.6565,1,2024-07-18 00:01:50,1.16
TKO/USDT,2024-07-17 00:00:00,0.82,0.3443,0.3404,0,2024-07-18 00:01:50,-1.13
TLM/USDT,2024-07-17 00:00:00,0.79,0.01211,0.01384,1,2024-07-18 00:01:50,14.29
BURGER/USDT,2024-07-17 00:00:00,0.78,0.4315,0.427,0,2024-07-18 00:01:50,-1.04
MASK/USDT,2024-07-17 00:00:00,0.82,2.414,2.411,1,2024-07-18 00:01:50,-0.12
ATA/USDT,2024-07-17 00:00:00,0.71,0.1014,0.1009,0,2024-07-18 00:01:50,-0.49
GTC/USDT,2024-07-17 00:00:00,0.89,0.889,0.869,0,2024-07-18 00:01:50,-2.25
BOND/USDT,2024-07-17 00:00:00,0.79,1.632,1.676,1,2024-07-18 00:01:50,2.7
DEXE/USDT,2024-07-17 00:00:00,0.74,10.314,10.403,1,2024-07-18 00:01:50,0.86
QUICK/USDT,2024-07-17 00:00:00,0.88,0.0412,0.04067,0,2024-07-18 00:01:50,-1.29
IDEX/USDT,2024-07-17 00:00:00,0.83,0.04359,0.04355,1,2024-07-18 00:01:50,-0.09
VIDT/USDT,2024-07-17 00:00:00,0.8,0.02293,0.02286,0,2024-07-18 00:01:50,-0.31
AUCTION/USDT,2024-07-17 00:00:00,0.79,15.4,15.53,1,2024-07-18 00:01:50,0.84
PORTO/USDT,2024-07-17 00:00:00,0.75,1.573,1.587,1,2024-07-18 00:01:50,0.89
JASMY/USDT,2024-07-17 00:00:00,0.77,0.03018,0.02896,0,2024-07-18 00:01:50,-4.04
SANTOS/USDT,2024-07-17 00:00:00,0.87,2.826,2.838,1,2024-07-18 00:01:50,0.42
VOXEL/USDT,2024-07-17 00:00:00,0.73,0.1546,0.1595,1,2024-07-18 00:01:50,3.17
LOKA/USDT,2024-07-17 00:00:00,0.82,0.1804,0.1899,1,2024-07-18 00:01:50,5.27
SCRT/USDT,2024-07-17 00:00:00,0.76,0.276,0.2804,1,2024-07-18 00:01:50,1.59
T/USDT,2024-07-17 00:00:00,0.72,0.02344,0.02335,0,2024-07-18 00:01:50,-0.38
GMT/USDT,2024-07-17 00:00:00,0.82,0.1557,0.1552,1,2024-07-18 00:01:50,-0.32
BSW/USDT,2024-07-17 00:00:00,0.73,0.0641,0.0631,0,2024-07-18 00:01:50,-1.56
HFT/USDT,2024-07-17 00:00:00,0.79,0.2011,0.2,0,2024-07-18 00:01:50,-0.55
MAGIC/USDT,2024-07-17 00:00:00,0.71,0.5452,0.5607,1,2024-07-18 00:01:50,2.84
PROS/USDT,2024-07-17 00:00:00,0.8,0.3865,0.386,1,2024-07-18 00:01:50,-0.13
UFT/USDT,2024-07-17 00:00:00,0.7,0.3032,0.3008,0,2024-07-18 00:01:50,-0.79
ID/USDT,2024-07-17 00:00:00,0.71,0.4467,0.476,1,2024-07-18 00:01:50,6.56
MEME/USDT,2024-07-17 00:00:00,0.71,0.01696,0.01658,0,2024-07-18 00:01:50,-2.24
ACE/USDT,2024-07-17 00:00:00,0.77,3.111,3.092,0,2024-07-18 00:01:50,-0.61
AERGO/USDT,2024-07-18 00:00:00,0.86,0.0968,0.0963,0,2024-07-19 00:00:57,-0.52
AST/USDT,2024-07-18 00:00:00,0.89,0.0978,0.0933,0,2024-07-19 00:00:57,-4.6
PENDLE/USDT,2024-07-18 00:00:00,0.76,4.532,4.615,1,2024-07-19 00:00:57,1.83
AI/USDT,2024-07-18 00:00:00,0.73,0.615,0.622,1,2024-07-19 00:00:57,1.14
METIS/USDT,2024-07-18 00:00:00,0.71,45.79,46.39,1,2024-07-19 00:00:57,1.31
TNSR/USDT,2024-07-18 00:00:00,0.74,0.558,0.5406,0,2024-07-19 00:00:57,-3.12
REZ/USDT,2024-07-18 00:00:00,0.71,0.0774,0.0746,0,2024-07-19 00:00:57,-3.62
IO/USDT,2024-07-18 00:00:00,0.81,2.692,2.967,1,2024-07-19 00:00:57,10.22
ZRO/USDT,2024-07-18 00:00:00,0.7,4.005,3.926,0,2024-07-19 00:00:57,-1.97
NEO/USDT,2024-07-18 00:00:00,0.73,11.49,11.39,0,2024-07-19 00:00:57,-0.87
LTC/USDT,2024-07-18 00:00:00,0.84,71.38,71.63,1,2024-07-19 00:00:57,0.35
QTUM/USDT,2024-07-18 00:00:00,0.86,2.65,2.67,1,2024-07-19 00:00:57,0.75
ADA/USDT,2024-07-18 00:00:00,0.92,0.4359,0.4234,0,2024-07-19 00:00:57,-2.87
TRX/USDT,2024-07-18 00:00:00,0.72,0.13358,0.13449,1,2024-07-19 00:00:57,0.68
VET/USDT,2024-07-18 00:00:00,0.82,0.03111,0.03036,0,2024-07-19 00:00:57,-2.41
ZIL/USDT,2024-07-18 00:00:00,0.79,0.01739,0.01722,0,2024-07-19 00:00:57,-0.98
THETA/USDT,2024-07-18 00:00:00,0.82,1.481,1.487,1,2024-07-19 00:00:57,0.41
TFUEL/USDT,2024-07-18 00:00:00,0.96,0.07165,0.07021,0,2024-07-19 00:00:57,-2.01
DOGE/USDT,2024-07-18 00:00:00,0.82,0.12178,0.11956,0,2024-07-19 00:00:57,-1.82
COS/USDT,2024-07-18 00:00:00,0.74,0.008518,0.008142,0,2024-07-19 00:00:57,-4.41
DENT/USDT,2024-07-18 00:00:00,0.79,0.000964,0.000952,0,2024-07-19 00:00:57,-1.24
FUN/USDT,2024-07-18 00:00:00,0.91,0.003877,0.003839,0,2024-07-19 00:00:57,-0.98
CVC/USDT,2024-07-18 00:00:00,0.7,0.1071,0.1059,0,2024-07-19 00:00:57,-1.12
CHZ/USDT,2024-07-18 00:00:00,0.76,0.0722,0.0699,0,2024-07-19 00:00:57,-3.19
HBAR/USDT,2024-07-18 00:00:00,0.7,0.0753,0.0727,0,2024-07-19 00:00:57,-3.45
STX/USDT,2024-07-18 00:00:00,0.79,1.876,1.843,0,2024-07-19 00:00:57,-1.76
CTXC/USDT,2024-07-18 00:00:00,0.8,0.1627,0.1674,1,2024-07-19 00:00:57,2.89
BCH/USDT,2024-07-18 00:00:00,0.99,375.1,382.8,1,2024-07-19 00:00:57,2.05
OGN/USDT,2024-07-18 00:00:00,0.84,0.0979,0.096,0,2024-07-19 00:00:57,-1.94
BNT/USDT,2024-07-18 00:00:00,0.77,0.624,0.6304,1,2024-07-19 00:00:57,1.03
STPT/USDT,2024-07-18 00:00:00,0.7,0.04468,0.04512,1,2024-07-19 00:00:57,0.98
MDT/USDT,2024-07-18 00:00:00,0.9,0.0467,0.04504,0,2024-07-19 00:00:57,-3.55
SC/USDT,2024-07-18 00:00:00,0.77,0.005034,0.004924,0,2024-07-19 00:00:57,-2.19
SNX/USDT,2024-07-18 00:00:00,0.77,1.928,1.922,0,2024-07-19 00:00:57,-0.31
MKR/USDT,2024-07-18 00:00:00,0.79,2857.0,2816.0,0,2024-07-19 00:00:57,-1.44
DCR/USDT,2024-07-18 00:00:00,0.7,13.95,12.97,0,2024-07-19 00:00:57,-7.03
MANA/USDT,2024-07-18 00:00:00,0.83,0.3576,0.3388,0,2024-07-19 00:00:57,-5.26
SAND/USDT,2024-07-18 00:00:00,0.91,0.3335,0.3217,0,2024-07-19 00:00:57,-3.54
EGLD/USDT,2024-07-18 00:00:00,0.73,36.87,36.27,0,2024-07-19 00:00:57,-1.63
DIA/USDT,2024-07-18 00:00:00,0.77,0.4166,0.4181,1,2024-07-19 00:00:57,0.36
FIO/USDT,2024-07-18 00:00:00,0.85,0.02656,0.02561,0,2024-07-19 00:00:57,-3.58
BEL/USDT,2024-07-18 00:00:00,0.7,0.5634,0.554,0,2024-07-19 00:00:57,-1.67
OXT/USDT,2024-07-18 00:00:00,0.83,0.0833,0.0834,1,2024-07-19 00:00:57,0.12
UTK/USDT,2024-07-18 00:00:00,0.78,0.05488,0.05313,0,2024-07-19 00:00:57,-3.19
AAVE/USDT,2024-07-18 00:00:00,0.88,98.08,98.57,1,2024-07-19 00:00:57,0.5
AXS/USDT,2024-07-18 00:00:00,0.76,5.998,6.063,1,2024-07-19 00:00:57,1.08
STRAX/USDT,2024-07-18 00:00:00,0.86,0.0478,0.0576,1,2024-07-19 00:00:57,20.5
CAKE/USDT,2024-07-18 00:00:00,0.93,1.997,2.002,1,2024-07-19 00:00:57,0.25
TKO/USDT,2024-07-18 00:00:00,0.7,0.3404,0.3288,0,2024-07-19 00:00:57,-3.41
PUNDIX/USDT,2024-07-18 00:00:00,0.74,0.4057,0.4001,0,2024-07-19 00:00:57,-1.38
TLM/USDT,2024-07-18 00:00:00,0.73,0.01384,0.01298,0,2024-07-19 00:00:57,-6.21
BAR/USDT,2024-07-18 00:00:00,0.79,1.974,1.974,1,2024-07-19 00:00:57,0.0
FORTH/USDT,2024-07-18 00:00:00,0.73,3.417,3.264,0,2024-07-19 00:00:57,-4.48
BURGER/USDT,2024-07-18 00:00:00,0.82,0.427,0.4138,0,2024-07-19 00:00:57,-3.09
MASK/USDT,2024-07-18 00:00:00,0.72,2.411,2.388,0,2024-07-19 00:00:57,-0.95
GTC/USDT,2024-07-18 00:00:00,0.83,0.869,0.859,0,2024-07-19 00:00:57,-1.15
FLOW/USDT,2024-07-18 00:00:00,0.73,0.614,0.605,0,2024-07-19 00:00:57,-1.47
RAY/USDT,2024-07-18 00:00:00,0.71,1.9232,1.9473,1,2024-07-19 00:00:57,1.25
ALPACA/USDT,2024-07-18 00:00:00,0.76,0.1336,0.1282,0,2024-07-19 00:00:57,-4.04
IDEX/USDT,2024-07-18 00:00:00,0.85,0.04355,0.04274,0,2024-07-19 00:00:57,-1.86
VIDT/USDT,2024-07-18 00:00:00,0.92,0.02286,0.02203,0,2024-07-19 00:00:57,-3.63
ILV/USDT,2024-07-18 00:00:00,0.82,68.4,72.81,1,2024-07-19 00:00:57,6.45
LAZIO/USDT,2024-07-18 00:00:00,0.78,1.508,1.451,0,2024-07-19 00:00:57,-3.78
CHESS/USDT,2024-07-18 00:00:00,0.84,0.1338,0.1333,0,2024-07-19 00:00:57,-0.37
CITY/USDT,2024-07-18 00:00:00,0.81,2.266,2.225,0,2024-07-19 00:00:57,-1.81
QI/USDT,2024-07-18 00:00:00,0.73,0.01513,0.01503,0,2024-07-19 00:00:57,-0.66
POWR/USDT,2024-07-18 00:00:00,0.76,0.209,0.2297,1,2024-07-19 00:00:57,9.9
JASMY/USDT,2024-07-18 00:00:00,0.81,0.02896,0.02795,0,2024-07-19 00:00:57,-3.49
PYR/USDT,2024-07-18 00:00:00,0.85,3.402,3.533,1,2024-07-19 00:00:57,3.85
VOXEL/USDT,2024-07-18 00:00:00,0.86,0.1595,0.1623,1,2024-07-19 00:00:57,1.76
JOE/USDT,2024-07-18 00:00:00,0.77,0.3424,0.3419,0,2024-07-19 00:00:57,-0.15
LOKA/USDT,2024-07-18 00:00:00,0.84,0.1899,0.1841,0,2024-07-19 00:00:57,-3.05
XNO/USDT,2024-07-18 00:00:00,0.82,0.961,0.953,0,2024-07-19 00:00:57,-0.83
ALPINE/USDT,2024-07-18 00:00:00,0.8,1.421,1.369,0,2024-07-19 00:00:57,-3.66
T/USDT,2024-07-18 00:00:00,0.7,0.02335,0.02341,1,2024-07-19 00:00:57,0.26
GMT/USDT,2024-07-18 00:00:00,0.71,0.1552,0.1538,0,2024-07-19 00:00:57,-0.9
KDA/USDT,2024-07-18 00:00:00,0.74,0.608,0.601,0,2024-07-19 00:00:57,-1.15
REI/USDT,2024-07-18 00:00:00,0.74,0.05621,0.05519,0,2024-07-19 00:00:57,-1.81
POLYX/USDT,2024-07-18 00:00:00,0.93,0.2717,0.2676,0,2024-07-19 00:00:57,-1.51
HFT/USDT,2024-07-18 00:00:00,0.78,0.2,0.195,0,2024-07-19 00:00:57,-2.5
KAVA/USDT,2024-07-19 00:00:00,0.71,0.4132,0.4269,1,2024-07-20 00:02:14,3.32
CTXC/USDT,2024-07-19 00:00:00,0.75,0.1674,0.1667,0,2024-07-20 00:02:14,-0.42
BCH/USDT,2024-07-19 00:00:00,0.79,382.8,391.4,1,2024-07-20 00:02:14,2.25
FTT/USDT,2024-07-19 00:00:00,0.75,1.4034,1.4443,1,2024-07-20 00:02:14,2.91
STPT/USDT,2024-07-19 00:00:00,0.9,0.04512,0.04668,1,2024-07-20 00:02:14,3.46
DATA/USDT,2024-07-19 00:00:00,0.73,0.0377,0.03932,1,2024-07-20 00:02:14,4.3
MDT/USDT,2024-07-19 00:00:00,0.74,0.04504,0.04606,1,2024-07-20 00:02:14,2.26
KNC/USDT,2024-07-19 00:00:00,0.87,0.5541,0.5687,1,2024-07-20 00:02:14,2.63
SXP/USDT,2024-07-19 00:00:00,0.73,0.2537,0.2625,1,2024-07-20 00:02:14,3.47
MKR/USDT,2024-07-19 00:00:00,0.71,2816.0,2841.0,1,2024-07-20 00:02:14,0.89
DCR/USDT,2024-07-19 00:00:00,0.95,12.97,13.32,1,2024-07-20 00:02:14,2.7
BAL/USDT,2024-07-19 00:00:00,0.7,2.641,2.732,1,2024-07-20 00:02:14,3.45
IRIS/USDT,2024-07-19 00:00:00,0.8,0.01391,0.01435,1,2024-07-20 00:02:14,3.16
LUNA/USDT,2024-07-19 00:00:00,0.86,0.4311,0.448,1,2024-07-20 00:02:14,3.92
AVAX/USDT,2024-07-19 00:00:00,0.94,27.14,28.16,1,2024-07-20 00:02:14,3.76
ORN/USDT,2024-07-19 00:00:00,0.94,1.5076,1.585,1,2024-07-20 00:02:14,5.13
UTK/USDT,2024-07-19 00:00:00,0.78,0.05313,0.05545,1,2024-07-20 00:02:14,4.37
AAVE/USDT,2024-07-19 00:00:00,0.71,98.57,100.77,1,2024-07-20 00:02:14,2.23
INJ/USDT,2024-07-19 00:00:00,0.73,26.92,26.4,0,2024-07-20 00:02:14,-1.93
AKRO/USDT,2024-07-19 00:00:00,0.71,0.005255,0.005325,1,2024-07-20 00:02:14,1.33
AXS/USDT,2024-07-19 00:00:00,0.78,6.063,6.3,1,2024-07-20 00:02:14,3.91
HARD/USDT,2024-07-19 00:00:00,0.73,0.0973,0.0993,1,2024-07-20 00:02:14,2.06
ROSE/USDT,2024-07-19 00:00:00,0.71,0.09191,0.09417,1,2024-07-20 00:02:14,2.46
JUV/USDT,2024-07-19 00:00:00,0.74,1.872,1.89,1,2024-07-20 00:02:14,0.96
1INCH/USDT,2024-07-19 00:00:00,0.72,0.4117,0.423,1,2024-07-20 00:02:14,2.74
CAKE/USDT,2024-07-19 00:00:00,0.91,2.002,2.063,1,2024-07-20 00:02:14,3.05
TLM/USDT,2024-07-19 00:00:00,0.71,0.01298,0.01333,1,2024-07-20 00:02:14,2.7
SHIB/USDT,2024-07-19 00:00:00,0.79,1.739e-05,1.779e-05,1,2024-07-20 00:02:14,2.3
ICP/USDT,2024-07-19 00:00:00,0.79,9.674,10.149,1,2024-07-20 00:02:14,4.91
MDX/USDT,2024-07-19 00:00:00,0.71,0.04393,0.03731,0,2024-07-20 00:02:14,-15.07
ERN/USDT,2024-07-19 00:00:00,0.72,2.352,2.413,1,2024-07-20 00:02:14,2.59
KLAY/USDT,2024-07-19 00:00:00,0.75,0.1545,0.1589,1,2024-07-20 00:02:14,2.85
PHA/USDT,2024-07-19 00:00:00,0.86,0.1286,0.1347,1,2024-07-20 00:02:14,4.74
BOND/USDT,2024-07-19 00:00:00,0.73,1.694,1.481,0,2024-07-20 00:02:14,-12.57
QUICK/USDT,2024-07-19 00:00:00,0.73,0.04057,0.04206,1,2024-07-20 00:02:14,3.67
MBOX/USDT,2024-07-19 00:00:00,0.79,0.2368,0.2512,1,2024-07-20 00:02:14,6.08
FOR/USDT,2024-07-19 00:00:00,0.89,0.01413,0.01414,1,2024-07-20 00:02:14,0.07
DYDX/USDT,2024-07-19 00:00:00,0.77,1.379,1.433,1,2024-07-20 00:02:14,3.92
IDEX/USDT,2024-07-19 00:00:00,0.76,0.04274,0.04396,1,2024-07-20 00:02:14,2.85
VIDT/USDT,2024-07-19 00:00:00,0.97,0.02203,0.02307,1,2024-07-19 23:59:50,4.72
ILV/USDT,2024-07-19 00:00:00,0.79,72.81,72.32,0,2024-07-20 00:02:14,-0.67
CVP/USDT,2024-07-19 00:00:00,0.86,0.2241,0.2301,1,2024-07-20 00:02:14,2.68
ADX/USDT,2024-07-19 00:00:00,0.9,0.1791,0.185,1,2024-07-19 23:59:50,3.29
AUCTION/USDT,2024-07-19 00:00:00,0.73,15.49,16.15,1,2024-07-19 23:59:50,4.26
ENS/USDT,2024-07-19 00:00:00,0.83,26.02,26.64,1,2024-07-19 23:59:50,2.38
VGX/USDT,2024-07-19 00:00:00,0.84,0.0757,0.0772,1,2024-07-19 23:59:50,1.98
JASMY/USDT,2024-07-19 00:00:00,0.92,0.02795,0.02954,1,2024-07-19 23:59:50,5.69
SANTOS/USDT,2024-07-19 00:00:00,0.91,2.8,2.847,1,2024-07-19 23:59:50,1.68
CVX/USDT,2024-07-19 00:00:00,0.7,2.42,2.595,1,2024-07-19 23:59:50,7.23
OOKI/USDT,2024-07-19 00:00:00,0.82,0.001708,0.001733,1,2024-07-19 23:59:50,1.46
JOE/USDT,2024-07-19 00:00:00,0.72,0.3419,0.3554,1,2024-07-19 23:59:50,3.95
SCRT/USDT,2024-07-19 00:00:00,0.81,0.2794,0.2864,1,2024-07-19 23:59:50,2.51
APE/USDT,2024-07-19 00:00:00,0.8,0.806,0.829,1,2024-07-19 23:59:50,2.85
BSW/USDT,2024-07-19 00:00:00,0.75,0.0625,0.0651,1,2024-07-19 23:59:50,4.16
REI/USDT,2024-07-19 00:00:00,0.79,0.05519,0.05532,1,2024-07-19 23:59:50,0.24
LDO/USDT,2024-07-19 00:00:00,0.87,1.916,1.959,1,2024-07-19 23:59:50,2.24
LUNC/USDT,2024-07-19 00:00:00,0.93,8.771e-05,9.02e-05,1,2024-07-19 23:59:50,2.84
PROS/USDT,2024-07-19 00:00:00,0.83,0.3754,0.3938,1,2024-07-19 23:59:50,4.9
QKC/USDT,2024-07-19 00:00:00,0.73,0.007882,0.008083,1,2024-07-19 23:59:50,2.55
AST/USDT,2024-07-19 00:00:00,0.88,0.0933,0.098,1,2024-07-19 23:59:50,5.04
CREAM/USDT,2024-07-19 00:00:00,0.76,43.39,42.55,0,2024-07-19 23:59:50,-1.94
TIA/USDT,2024-07-19 00:00:00,0.78,6.195,6.412,1,2024-07-19 23:59:50,3.5
ORDI/USDT,2024-07-19 00:00:00,0.82,37.05,39.09,1,2024-07-19 23:59:50,5.51
RONIN/USDT,2024-07-19 00:00:00,0.73,2.321,2.351,1,2024-07-19 23:59:50,1.29
ETHFI/USDT,2024-07-19 00:00:00,0.9,2.301,2.424,1,2024-07-19 23:59:50,5.35
BB/USDT,2024-07-19 00:00:00,0.75,0.4847,0.4819,0,2024-07-19 23:59:50,-0.58
BNB/USDT,2024-07-19 00:00:00,0.73,571.9,593.4,1,2024-07-19 23:59:50,3.76
LTC/USDT,2024-07-19 00:00:00,0.77,71.63,73.4,1,2024-07-19 23:59:50,2.47
IOTA/USDT,2024-07-19 00:00:00,0.73,0.1704,0.1759,1,2024-07-19 23:59:50,3.23
VET/USDT,2024-07-19 00:00:00,0.91,0.03036,0.03133,1,2024-07-19 23:59:50,3.19
